"SUBJECT","Subject","LOCATION","Country","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2011-08","Aug-2011","PC","Percentage","0","Units",,,24,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2011-09","Sep-2011","PC","Percentage","0","Units",,,21.7,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2011-10","Oct-2011","PC","Percentage","0","Units",,,24.9,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2011-11","Nov-2011","PC","Percentage","0","Units",,,19.5,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2011-12","Dec-2011","PC","Percentage","0","Units",,,20.7,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2012-01","Jan-2012","PC","Percentage","0","Units",,,14.7,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2012-02","Feb-2012","PC","Percentage","0","Units",,,16.8,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2012-03","Mar-2012","PC","Percentage","0","Units",,,16.8,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2012-04","Apr-2012","PC","Percentage","0","Units",,,22.1,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2012-05","May-2012","PC","Percentage","0","Units",,,20.5,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2012-06","Jun-2012","PC","Percentage","0","Units",,,14.1,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2012-07","Jul-2012","PC","Percentage","0","Units",,,14.2,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2012-08","Aug-2012","PC","Percentage","0","Units",,,13.6,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2012-09","Sep-2012","PC","Percentage","0","Units",,,19,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2012-10","Oct-2012","PC","Percentage","0","Units",,,25.3,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2012-11","Nov-2012","PC","Percentage","0","Units",,,22.6,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2012-12","Dec-2012","PC","Percentage","0","Units",,,26.4,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2013-01","Jan-2013","PC","Percentage","0","Units",,,27,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2013-02","Feb-2013","PC","Percentage","0","Units",,,31.9,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2013-03","Mar-2013","PC","Percentage","0","Units",,,26,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2013-04","Apr-2013","PC","Percentage","0","Units",,,23.7,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2013-05","May-2013","PC","Percentage","0","Units",,,22.9,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2013-06","Jun-2013","PC","Percentage","0","Units",,,21.5,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2013-07","Jul-2013","PC","Percentage","0","Units",,,18.5,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2013-08","Aug-2013","PC","Percentage","0","Units",,,23.2,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2013-09","Sep-2013","PC","Percentage","0","Units",,,21.5,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2013-10","Oct-2013","PC","Percentage","0","Units",,,24.1,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2013-11","Nov-2013","PC","Percentage","0","Units",,,26.5,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2013-12","Dec-2013","PC","Percentage","0","Units",,,25.7,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2014-01","Jan-2014","PC","Percentage","0","Units",,,18.6,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2014-02","Feb-2014","PC","Percentage","0","Units",,,21.7,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2014-03","Mar-2014","PC","Percentage","0","Units",,,19.1,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2014-04","Apr-2014","PC","Percentage","0","Units",,,17.5,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2014-05","May-2014","PC","Percentage","0","Units",,,18.1,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2014-06","Jun-2014","PC","Percentage","0","Units",,,19.9,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2014-07","Jul-2014","PC","Percentage","0","Units",,,16.1,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2014-08","Aug-2014","PC","Percentage","0","Units",,,16.4,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2014-09","Sep-2014","PC","Percentage","0","Units",,,15.8,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2014-10","Oct-2014","PC","Percentage","0","Units",,,10.4,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2014-11","Nov-2014","PC","Percentage","0","Units",,,11.1,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2014-12","Dec-2014","PC","Percentage","0","Units",,,8.3,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2015-01","Jan-2015","PC","Percentage","0","Units",,,1.1,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2015-02","Feb-2015","PC","Percentage","0","Units",,,3.1,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2015-03","Mar-2015","PC","Percentage","0","Units",,,5.8,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2015-04","Apr-2015","PC","Percentage","0","Units",,,4.6,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2015-05","May-2015","PC","Percentage","0","Units",,,11.2,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2015-06","Jun-2015","PC","Percentage","0","Units",,,7.9,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2015-07","Jul-2015","PC","Percentage","0","Units",,,10.4,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2015-08","Aug-2015","PC","Percentage","0","Units",,,12.4,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2015-09","Sep-2015","PC","Percentage","0","Units",,,8.5,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2015-10","Oct-2015","PC","Percentage","0","Units",,,5.6,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2015-11","Nov-2015","PC","Percentage","0","Units",,,6.9,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2015-12","Dec-2015","PC","Percentage","0","Units",,,4.8,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2016-01","Jan-2016","PC","Percentage","0","Units",,,5.3,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2016-02","Feb-2016","PC","Percentage","0","Units",,,4.5,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2016-03","Mar-2016","PC","Percentage","0","Units",,,7,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2016-04","Apr-2016","PC","Percentage","0","Units",,,11.7,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2016-05","May-2016","PC","Percentage","0","Units",,,9.5,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2016-06","Jun-2016","PC","Percentage","0","Units",,,14.8,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2016-07","Jul-2016","PC","Percentage","0","Units",,,27.5,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2016-08","Aug-2016","PC","Percentage","0","Units",,,20.1,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2016-09","Sep-2016","PC","Percentage","0","Units",,,18.4,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2016-10","Oct-2016","PC","Percentage","0","Units",,,18.1,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2016-11","Nov-2016","PC","Percentage","0","Units",,,38.7,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2016-12","Dec-2016","PC","Percentage","0","Units",,,38.9,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2017-01","Jan-2017","PC","Percentage","0","Units",,,41.7,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2017-02","Feb-2017","PC","Percentage","0","Units",,,42.3,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2017-03","Mar-2017","PC","Percentage","0","Units",,,41.3,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2017-04","Apr-2017","PC","Percentage","0","Units",,,38.7,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2017-05","May-2017","PC","Percentage","0","Units",,,40,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2017-06","Jun-2017","PC","Percentage","0","Units",,,41.7,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2017-07","Jul-2017","PC","Percentage","0","Units",,,36.6,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2017-08","Aug-2017","PC","Percentage","0","Units",,,37.9,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2017-09","Sep-2017","PC","Percentage","0","Units",,,38.2,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2017-10","Oct-2017","PC","Percentage","0","Units",,,35.8,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2017-11","Nov-2017","PC","Percentage","0","Units",,,34.5,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2017-12","Dec-2017","PC","Percentage","0","Units",,,34.3,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2018-01","Jan-2018","PC","Percentage","0","Units",,,38.6,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2018-02","Feb-2018","PC","Percentage","0","Units",,,37.9,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2018-03","Mar-2018","PC","Percentage","0","Units",,,34.4,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2018-04","Apr-2018","PC","Percentage","0","Units",,,36.7,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2018-05","May-2018","PC","Percentage","0","Units",,,33.4,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2018-06","Jun-2018","PC","Percentage","0","Units",,,36.2,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2018-07","Jul-2018","PC","Percentage","0","Units",,,32.5,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2018-08","Aug-2018","PC","Percentage","0","Units",,,39,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2018-09","Sep-2018","PC","Percentage","0","Units",,,39,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2018-10","Oct-2018","PC","Percentage","0","Units",,,36.8,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2018-11","Nov-2018","PC","Percentage","0","Units",,,36.8,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2018-12","Dec-2018","PC","Percentage","0","Units",,,40.2,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2019-01","Jan-2019","PC","Percentage","0","Units",,,39.7,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2019-02","Feb-2019","PC","Percentage","0","Units",,,46.1,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2019-03","Mar-2019","PC","Percentage","0","Units",,,46,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2019-04","Apr-2019","PC","Percentage","0","Units",,,43.6,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2019-05","May-2019","PC","Percentage","0","Units",,,41.3,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2019-06","Jun-2019","PC","Percentage","0","Units",,,40.5,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2019-07","Jul-2019","PC","Percentage","0","Units",,,39.2,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2019-08","Aug-2019","PC","Percentage","0","Units",,,47.1,,
"CSINFT","Future tendency","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2019-09","Sep-2019","PC","Percentage","0","Units",,,47.6,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2000-01","Jan-2000","PC","Percentage","0","Units",,,3.2,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2000-02","Feb-2000","PC","Percentage","0","Units",,,1.3,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2000-03","Mar-2000","PC","Percentage","0","Units",,,-0.8,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2000-04","Apr-2000","PC","Percentage","0","Units",,,-1.6,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2000-05","May-2000","PC","Percentage","0","Units",,,-0.6,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2000-06","Jun-2000","PC","Percentage","0","Units",,,-1.5,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2000-07","Jul-2000","PC","Percentage","0","Units",,,-1.8,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2000-08","Aug-2000","PC","Percentage","0","Units",,,0.3,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2000-09","Sep-2000","PC","Percentage","0","Units",,,-4.9,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2000-10","Oct-2000","PC","Percentage","0","Units",,,0.2,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2000-11","Nov-2000","PC","Percentage","0","Units",,,-0.6,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2000-12","Dec-2000","PC","Percentage","0","Units",,,1.7,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2001-01","Jan-2001","PC","Percentage","0","Units",,,1.1,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2001-02","Feb-2001","PC","Percentage","0","Units",,,0.8,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2001-03","Mar-2001","PC","Percentage","0","Units",,,2.1,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2001-04","Apr-2001","PC","Percentage","0","Units",,,0.6,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2001-05","May-2001","PC","Percentage","0","Units",,,0.3,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2001-06","Jun-2001","PC","Percentage","0","Units",,,1.9,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2001-07","Jul-2001","PC","Percentage","0","Units",,,2.5,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2001-08","Aug-2001","PC","Percentage","0","Units",,,-1,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2001-09","Sep-2001","PC","Percentage","0","Units",,,0.2,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2001-10","Oct-2001","PC","Percentage","0","Units",,,-4.4,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2001-11","Nov-2001","PC","Percentage","0","Units",,,-1.9,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2001-12","Dec-2001","PC","Percentage","0","Units",,,1.2,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2002-01","Jan-2002","PC","Percentage","0","Units",,,0.8,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2002-02","Feb-2002","PC","Percentage","0","Units",,,0.9,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2002-03","Mar-2002","PC","Percentage","0","Units",,,1.1,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2002-04","Apr-2002","PC","Percentage","0","Units",,,2.5,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2002-05","May-2002","PC","Percentage","0","Units",,,1.2,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2002-06","Jun-2002","PC","Percentage","0","Units",,,0.3,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2002-07","Jul-2002","PC","Percentage","0","Units",,,0.8,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2002-08","Aug-2002","PC","Percentage","0","Units",,,0.9,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2002-09","Sep-2002","PC","Percentage","0","Units",,,3.6,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2002-10","Oct-2002","PC","Percentage","0","Units",,,1.5,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2002-11","Nov-2002","PC","Percentage","0","Units",,,1.7,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2002-12","Dec-2002","PC","Percentage","0","Units",,,-1.6,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2003-01","Jan-2003","PC","Percentage","0","Units",,,-5.2,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2003-02","Feb-2003","PC","Percentage","0","Units",,,-7.2,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2003-03","Mar-2003","PC","Percentage","0","Units",,,-6.9,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2003-04","Apr-2003","PC","Percentage","0","Units",,,-3.2,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2003-05","May-2003","PC","Percentage","0","Units",,,-5.8,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2003-06","Jun-2003","PC","Percentage","0","Units",,,-4.8,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2003-07","Jul-2003","PC","Percentage","0","Units",,,-4.7,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2003-08","Aug-2003","PC","Percentage","0","Units",,,-5.7,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2003-09","Sep-2003","PC","Percentage","0","Units",,,-3.6,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2003-10","Oct-2003","PC","Percentage","0","Units",,,-5.2,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2003-11","Nov-2003","PC","Percentage","0","Units",,,-5.4,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2003-12","Dec-2003","PC","Percentage","0","Units",,,-5.3,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2004-01","Jan-2004","PC","Percentage","0","Units",,,-4.6,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2004-02","Feb-2004","PC","Percentage","0","Units",,,-5.2,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2004-03","Mar-2004","PC","Percentage","0","Units",,,-3.4,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2004-04","Apr-2004","PC","Percentage","0","Units",,,-4.7,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2004-05","May-2004","PC","Percentage","0","Units",,,-6.3,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2004-06","Jun-2004","PC","Percentage","0","Units",,,-7,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2004-07","Jul-2004","PC","Percentage","0","Units",,,-6.1,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2004-08","Aug-2004","PC","Percentage","0","Units",,,-6.4,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2004-09","Sep-2004","PC","Percentage","0","Units",,,-7.2,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2004-10","Oct-2004","PC","Percentage","0","Units",,,-5.7,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2004-11","Nov-2004","PC","Percentage","0","Units",,,-4,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2004-12","Dec-2004","PC","Percentage","0","Units",,,-4.8,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2005-01","Jan-2005","PC","Percentage","0","Units",,,-4.4,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2005-02","Feb-2005","PC","Percentage","0","Units",,,-3.3,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2005-03","Mar-2005","PC","Percentage","0","Units",,,-2.4,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2005-04","Apr-2005","PC","Percentage","0","Units",,,-3.4,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2005-05","May-2005","PC","Percentage","0","Units",,,-4.6,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2005-06","Jun-2005","PC","Percentage","0","Units",,,-5.5,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2005-07","Jul-2005","PC","Percentage","0","Units",,,-4.3,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2005-08","Aug-2005","PC","Percentage","0","Units",,,-4.4,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2005-09","Sep-2005","PC","Percentage","0","Units",,,-4.9,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2005-10","Oct-2005","PC","Percentage","0","Units",,,-6.2,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2005-11","Nov-2005","PC","Percentage","0","Units",,,-6.6,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2005-12","Dec-2005","PC","Percentage","0","Units",,,-7.4,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2006-01","Jan-2006","PC","Percentage","0","Units",,,-5.6,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2006-02","Feb-2006","PC","Percentage","0","Units",,,-4.8,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2006-03","Mar-2006","PC","Percentage","0","Units",,,-7.6,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2006-04","Apr-2006","PC","Percentage","0","Units",,,-5,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2006-05","May-2006","PC","Percentage","0","Units",,,-6.4,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2006-06","Jun-2006","PC","Percentage","0","Units",,,-5.8,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2006-07","Jul-2006","PC","Percentage","0","Units",,,-6.9,,
"CSCICP02","National indicator","GBR","United Kingdom","BLSA","Balance, s.a.","M","Monthly","2006-08","Aug-2006","PC","Percentage","0","Units",,,-6.9,,
