,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value
SUBJECT,BCBUTE02,BCCI,BCCICP02,BCEMFT02,BCOBLV02,BCSPFT02,BRBUFT02,BRBUTE02,BRCI,BRCICP02,BREMFT02,BRODFT02,BRVSLV02,BSCI,BSCICP02,BSEMFT02,BSFGLV02,BSOBLV02,BSPRFT02,BSPRTE02,BSSPFT02,BSXRLV02,BVBUTE02,BVCI,BVCICP02,BVDEFT02,BVDETE02,BVEMFT02,BVEMTE02,CCEUSP01,CCRETT01,CCUSMA02,CCUSSP01,CP010000,CP020000,CP030000,CP040000,CP040100,CP040200,CP040300,CP040400,CP040500,CP050000,CP060000,CP070000,CP070200,CP080000,CP090000,CP100000,CP110000,CP120000,CPALTT01,CPGREN01,CPGRGO01,CPGRHO01,CPGRHO02,CPGRLE01,CPGRLH01,CPGRLH02,CPGRSE01,CPHP0100,CPHP0200,CPHP0300,CPHP0400,CPHP0401,CPHP0403,CPHP0404,CPHP0405,CPHP0500,CPHP0600,CPHP0700,CPHP0702,CPHP0800,CPHP0900,CPHP1000,CPHP1100,CPHP1200,CPHPEN01,CPHPLA01,CPHPSE01,CPHPTT01,CSCICP02,CSESFT,CSESFT02,CSINFT,CSINFT02,FTSE,IR3TIB01,IRLTLT01,IRSTCI01,LCEAMN01,LCEAMN02,LCEAPR02,LCEATT02,LFHU24FE,LFHU24MA,LFHU24TT,LFHUADFE,LFHUADMA,LFHUADTT,LFHUTTFE,LFHUTTMA,LFHUTTTT,LMJVTTUV,LMUNRLTT,LMUNRRTT,LOCOBPNO,LOCOBPOR,LOCOCINO,LOCOCIOR,LOCOS3NO,LOCOS3OR,LOCOSPNO,LOCOSPOR,LOCOSTNO,LOCOSTOR,LOCOVRNO,LOLITOAA,LOLITONO,LOLITOTR,LORSGPNO,LORSGPRT,LORSGPTD,LRHU24FE,LRHU24MA,LRHU24TT,LRHUADFE,LRHUADMA,LRHUADTT,LRHUTTFE,LRHUTTMA,LRHUTTTT,MABMM301,MANMM101,PIEAEN01,PIEAEN02,PIEAFD01,PIEAFD02,PIEAMI01,PIEAMI02,PIEAMP01,PIEAMP02,PIEATI01,PIEATI02,PITGCD01,PITGCD02,PITGCG01,PITGCG02,PITGIG01,PITGIG02,PITGND01,PITGND02,PITGVG01,PITGVG02,PRCNTO01,PREND401,PRINTO01,PRMITO01,PRMNCG01,PRMNCG02,PRMNCG03,PRMNIG01,PRMNTO01,PRMNVG01,SLRTCR03,SLRTTO01,SLRTTO02,SPASTT01,XTEXVA01,XTIMVA01
TIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-01,2.4,-6.4,-6.4,5.5,-18.3,16.8,8.5,-11.8,-9.1,-9.1,9.4,-2.0,23.9,-15.1,-15.1,-19.2,23.4,-26.3,4.2,-6.3,-13.8,-42.2,-24.6,-6.4,-6.4,5.6,-0.1,-1.3,-9.3,1.5250876925423202,107.770348982436,27.832491771114096,1.6509,33.8,30.55,63.55,37.35,37.199999999999996,42.33250904704463,37.85,28.5,20.400000000000002,40.75,37.15,35.5,36.9,45.1,51.35,22.4,36.050000000000004,38.8,38.650000000000006,26.83646054871275,41.1,37.357821229050295,37.34981903605591,40.809281067901765,25.447938321619347,25.433281863804766,37.173944687045115,33.900000000000006,30.6,63.55,29.85,37.199999999999996,37.65,28.450000000000003,20.15,40.85,37.199999999999996,35.849999999999994,36.9,45.25,51.5,22.4,36.050000000000004,38.699999999999996,26.95,41.0,35.7,38.0,-5.2,-24.8,-24.8,24.6,24.6,3567.4,3.9826300000000003,4.3899,3.8044,48.06498673147203,70.3929346426626,71.68043522063266,71.60438284327753,205.0,341.0,546.0,360.5,567.5,928.0,565.5,909.0,1474.5,568000.0,968.65,3.1,99.99623245025391,4.2,99.55288782342458,-5.2,97.88044011142951,5.6,96.83411311290159,73.63843942,98.7665436079821,3.9826300000000003,100.259162155946,98.9818846164805,99.0630016538079,41.800085882306554,99.52142588706128,99.4837204845072,82.7893373880164,9.649999999999999,14.25,12.100000000000001,3.2,4.15,3.75,4.199999999999999,5.7,5.05,268588.15772330394,181488.53780885355,21.516544906690353,22.504169832226555,,35.7985083705305,,46.250162923080154,,38.634469275302855,,32.77880930551815,44.55250952380588,44.94197402636243,40.93209699573247,39.10862477954128,39.814732665811604,37.961274058036004,40.6649721421203,38.610506618705706,38.268814390587146,39.90357020598592,,112.59061744854594,70.35070896437622,206.417201433453,105.823957643944,113.6788874841975,100.27534418022546,103.91661916782,64.76377423745848,83.74240998888226,56.18022241651493,40.81345352514268,67.1158795382008,15.293399869052651,16.5715328099041,17.4315303490498
2003-02-01,-2.6,-3.7,-3.7,8.3,-15.6,18.7,-1.6,-9.4,-8.8,-8.8,7.8,-5.9,15.4,-16.0,-16.0,-18.0,16.8,-33.9,2.7,-7.0,-13.3,-31.0,-25.1,-7.7,-7.7,5.6,-3.7,-3.5,-10.6,1.46156094709149,105.86581013217199,28.072246068308306,1.5828,34.4,30.55,65.0,37.449999999999996,37.15,42.37067307692308,37.9,28.5,20.95,40.9,37.5,35.9,37.95,45.0,51.5,22.4,36.1,38.95,38.849999999999994,27.50115611309933,41.5,37.526290097629,37.36054744199394,40.97281627638771,25.4638901902139,25.46725302882397,37.22151162790698,34.4,30.55,65.0,30.0,37.15,37.75,28.450000000000003,20.6,41.0,37.55,36.2,37.95,45.2,51.650000000000006,22.4,36.1,38.85,27.599999999999998,41.199999999999996,35.699999999999996,38.3,-7.2,-28.5,-28.5,27.1,27.1,3655.6,3.75425,4.2131,3.7243,48.734945306675854,71.16662948031595,72.94868574695454,72.86848352823719,216.0,345.0,560.5,362.0,582.5,944.5,578.0,927.5,1505.0,574500.0,977.65,3.1,99.71959972429859,2.7,99.27873396055959,-7.2,97.6439953349674,5.6,96.7564572553922,70.58119387,98.66959938944059,3.75425,100.26949603125401,98.7904602429064,98.88682877167379,41.610593576538776,99.55258555561261,99.5172538566831,82.987877536918,10.2,14.55,12.5,3.2,4.300000000000001,3.75,4.35,5.800000000000001,5.1,272644.80914292875,184074.3187152103,24.33484892799648,25.354663110364978,,35.658327265989044,,48.2918901548407,,38.99700842006899,,33.62041134620552,45.11605805958346,45.2267999484415,41.06404872555704,39.10862477954128,40.22454677921641,38.241703199560014,40.77081793579816,38.610506618705706,38.51054297270395,39.82755279538169,,115.6903591367385,69.87559342582942,204.0670055837985,105.12905360688299,109.38053097345099,98.4230287859823,105.0891621203485,64.0708596416858,83.28059522791415,44.02929913087999,40.47452020014327,67.529876438294,13.1650439048401,9.300684602439599,15.710570735462001
2003-03-01,0.6,-9.7,-9.7,3.3,-22.7,24.7,-7.6,-10.7,-9.6,-9.6,-1.8,-8.1,10.6,-15.2,-15.2,-18.4,17.9,-26.0,-1.8,-0.8,-16.4,-24.5,-28.5,-12.9,-12.9,-2.4,-7.7,-8.8,-12.8,1.45011600928074,104.320134780041,29.024006818880295,1.5797,34.650000000000006,30.55,65.35000000000001,37.550000000000004,37.15,42.59086538461538,38.0,28.5,20.9,41.550000000000004,37.45,36.35,40.449999999999996,45.400000000000006,51.15,22.4,36.2,39.05,39.0,28.560665130285415,41.7,37.574930362117,37.33173281462431,41.006860562769084,25.615998401688472,25.626633861372753,37.39165457184324,34.65,30.55,65.3,30.0,37.15,37.900000000000006,28.450000000000003,20.6,41.65,37.45,36.65,40.449999999999996,45.550000000000004,51.300000000000004,22.4,36.2,38.9,28.7,41.25,35.7,38.4,-6.9,-29.0,-29.0,29.3,29.3,3613.3,3.6550300000000004,4.3243,3.9196,49.81969379976733,73.22860261334705,74.935895489637,74.42686472669865,211.5,327.5,539.0,362.0,575.5,937.5,573.5,903.0,1476.5,578000.0,966.75,3.05,99.45685081444441,-1.8,99.1296550119058,-6.9,97.48822853670829,-2.4,96.82036869714969,68.94483731,98.5724176405432,3.6550300000000004,100.31118529177,98.69828349204559,98.80199608521009,41.52742676545453,99.59781458545972,99.565948488068,83.1858831416778,10.05,13.85,12.05,3.2,4.25,3.75,4.25,5.6,5.0,270972.7229998663,184370.676273547,24.099430622183238,25.10022388005994,,36.15304766131779,,36.96317420616805,,39.681115085342796,,33.668900057847324,45.506867423767396,45.27098512034867,41.575915558549184,39.474573957280704,40.6857736691308,38.50409019928305,41.22681723302997,38.92302091194199,39.09698482360505,39.97160373017392,,110.190817431881,72.3474139941138,209.56746395532952,105.22832561217699,114.69026548672599,103.6295369211515,109.92590179952751,67.02269248522022,87.129051569315,98.39032904650999,40.60889884459277,68.6693094740298,12.206493470471152,6.11814852381757,12.681681356574199
2003-04-01,-0.4,-5.1,-5.1,7.3,-17.5,27.8,4.8,-7.2,-4.2,-4.2,-8.0,-9.6,10.2,-17.8,-17.8,-27.5,23.7,-25.5,-4.2,-6.1,-6.1,-25.1,-28.9,-16.1,-16.1,-15.1,-4.2,-3.6,-17.3,1.43472022955524,103.682252025447,29.766095196476204,1.5961,35.05,31.35,65.44999999999999,37.85,37.0,42.299401197604794,37.949999999999996,31.15,19.95,40.949999999999996,37.4,37.050000000000004,37.199999999999996,45.25,50.800000000000004,22.4,36.25,38.75,39.15,26.560325350865032,41.65,37.84531680440772,37.30923426517771,41.15507106646347,25.756299002543763,25.80632415283627,37.649928263988514,35.05,31.45,65.39999999999999,29.900000000000002,37.0,37.85,31.1,19.8,41.05,37.45,37.25,37.199999999999996,45.45,50.949999999999996,22.4,36.25,38.6,26.7,41.300000000000004,35.800000000000004,38.45,-3.2,-18.9,-18.9,22.1,22.1,3926.0,3.64598,4.4663,3.6189999999999998,48.585770635659365,70.94103780604104,71.9092163640727,71.99460559543195,206.0,314.5,521.0,343.0,563.5,906.5,549.0,878.5,1427.5,583000.0,951.1,3.05,99.2455792573567,-4.2,99.0894152027562,-3.2,97.4745518606229,-15.1,97.023530267293,75.17903261,98.4898468913652,3.64598,100.37515611271799,98.7196378409625,98.82164905376659,41.58647283772208,99.65748111932129,99.6302233249784,83.383295186446,9.8,13.350000000000001,11.7,3.0,4.1,3.6,4.1,5.5,4.85,273725.83815454296,186128.51841855785,18.469589825075353,19.386983644795652,,36.41895212940828,,23.34154014097421,,38.78585502211619,,32.29843468876715,45.70695596586377,45.41668389649425,41.99722298750021,39.74903584058525,40.80500631512498,38.35843338203876,41.663140416865005,39.19663020705562,39.15723705303398,40.07384943103856,,102.5914507124405,68.5446518548385,195.26627218934948,105.22832561217699,110.1390644753475,101.32665832290365,106.6525527237195,64.40023670286827,84.30685025228769,61.63076409344961,40.627423619059684,70.2760462185483,16.406215443785648,20.9644788824627,10.152577519485199
2003-05-01,4.4,-3.7,-3.7,7.0,-14.3,33.2,-2.8,-9.3,-11.7,-11.7,-7.4,-3.5,23.0,-19.6,-19.6,-23.9,22.9,-33.0,-2.8,-12.6,-7.0,-20.9,-33.8,-15.0,-15.0,4.9,-16.0,-6.5,-23.2,1.38966092273485,102.01943605594101,28.25899530345373,1.6476,35.65,31.15,65.4,37.75,36.9,42.0694743130227,37.65,31.15,20.0,41.7,37.5,36.1,34.15,45.45,50.400000000000006,22.4,36.35,38.7,39.05,25.300616222045342,41.65,37.70549450549452,37.07164202878993,41.07646296990559,25.522302369555046,25.584739552754037,37.428571428571416,35.7,31.15,65.35,29.85,36.9,37.5,31.1,19.9,41.75,37.55,36.3,34.15,45.6,50.55,22.4,36.35,38.55,25.4,41.25,35.65,38.4,-5.8,-14.4,-14.4,11.2,11.2,4048.1,3.6325199999999995,4.2197,3.6875,48.68116483468297,71.1993173454824,71.71405952343795,71.86506916117585,213.0,309.5,522.5,336.5,550.5,887.0,549.5,860.0,1409.5,578000.0,952.5,3.0,99.1159801869339,-2.8,99.1018075854799,-5.8,97.6497487139858,4.9,97.3063784289785,78.54750911,98.42964487313552,3.6325199999999995,100.45015548896099,98.83991834190279,98.9323463600685,41.794890809051225,99.7289825335092,99.70730175724951,83.5800511484294,10.1,13.1,11.7,3.0,4.0,3.5,4.1,5.35,4.800000000000001,272097.38388521585,187914.06075031802,16.618169394648763,17.50044766146111,,36.544142439370525,,21.980975237801566,,38.11355113765165,,31.652762447089767,46.16381721611898,45.61364930142861,42.35648347909379,39.893085862372644,40.59044722410561,37.95366919688978,42.01619555120943,39.34056228600712,39.789850546594984,40.21842762981152,,100.44162986417821,67.7861389554696,190.415867988999,106.51886168100599,112.3135271807835,102.92866082603251,106.21284911652151,63.945345647583515,83.4345334815702,62.59319910458157,40.08128091845577,69.18934056966825,18.782019742566952,0.326993100041928,13.9713443784569
2003-06-01,1.9,1.6,1.6,11.0,-7.8,32.9,11.2,0.9,-1.2,-1.2,-16.1,-5.1,15.8,-21.6,-21.6,-22.9,16.2,-38.1,-10.4,-20.7,-11.4,-31.7,-34.8,-17.6,-17.6,2.8,-20.7,13.4,-6.9,1.4425851125216398,103.75999429824199,27.349379824705608,1.6501,35.550000000000004,31.3,64.85,37.6,36.9,41.9,37.5,31.15,20.25,41.6,37.4,35.75,33.7,44.65,49.85,22.4,36.4,39.0,38.95,25.304959958667,41.45,37.58681318681319,36.9930889860823,40.89935573310888,25.367851822015712,25.42874123726059,37.28205128205128,35.6,31.35,64.85,29.9,36.9,37.349999999999994,31.1,20.099999999999998,41.65,37.449999999999996,35.9,33.7,44.75,50.0,22.4,36.4,38.8,25.35,41.1,35.550000000000004,38.25,-4.8,-15.6,-15.6,11.2,11.2,4031.2,3.6396599999999997,4.1127,3.6535,48.340588191043615,71.16704540055986,72.13725792855186,72.3517719684447,250.0,343.5,593.5,339.5,557.5,897.0,589.5,900.5,1490.5,577000.0,943.1500000000001,3.0,99.08594116111169,-10.4,99.1533393043242,-4.8,97.93937758964691,2.8,97.60694800465679,82.55760017,98.3977053144619,3.6396599999999997,100.52818783647498,99.02226025424999,99.1001604144247,42.11189198484983,99.80757439210129,99.79209247577342,83.7760854516626,11.649999999999999,14.2,13.0,3.0,4.1,3.6,4.4,5.6,5.05,276521.0942308325,187525.67474296628,17.62562054751657,18.50643566629107,,36.492170484012156,,26.814711385936402,,38.03343252192874,,31.888886043293557,45.789844000475206,45.66481544185373,42.07555156587253,39.98462668300642,40.18567277876306,37.80655458950131,41.74216751259273,39.43181924441978,39.39504032713606,40.125130393379436,,98.74177151904004,70.03875745259917,184.415367947329,105.923229649239,114.7914032869785,102.07759699624549,108.167087370735,67.14170093982789,86.6672368083469,73.67316977814393,41.96410803524986,69.86146989662151,24.439315539800006,-2.3503631937517597,13.6506788627795
2003-07-01,7.1,-3.4,-3.4,6.1,-12.8,28.7,13.4,10.6,1.9,1.9,-11.0,0.0,18.3,-18.0,-18.0,-21.2,21.1,-30.9,-2.1,-7.8,-8.1,-35.0,-22.2,-13.2,-13.2,-0.4,-16.8,-6.0,-12.6,1.4247043738424299,103.270840765548,30.22675973965265,1.6106,35.55,31.05,63.35,37.65,37.25,41.8,37.55,31.15,20.5,41.150000000000006,38.35,36.199999999999996,34.2,45.5,49.400000000000006,22.4,36.5,39.6,38.949999999999996,25.560592714215446,41.25,37.656533700137544,37.322230071611365,40.977320096789136,25.66680716383677,25.69692148403169,37.62045454545455,35.65,31.1,63.300000000000004,30.099999999999998,37.25,37.4,31.1,20.35,41.300000000000004,38.300000000000004,36.25,34.2,45.65,49.55,22.4,36.5,39.5,25.75,41.099999999999994,35.8,38.3,-4.7,-13.2,-13.2,12.3,12.3,4157.0,3.49022,4.4078,3.2923,49.018261132451535,71.90852028332115,72.26765383826259,72.4816669470089,263.5,356.5,620.0,344.5,554.0,898.5,608.0,910.0,1518.5,581500.0,943.25,3.0,99.18072872310209,-2.1,99.2206805470128,-4.7,98.30925057051779,-0.4,97.87621860219289,83.57029779,98.4010760827748,3.49022,100.59656638965599,99.2411424352524,99.3016034383982,42.492314720519,99.8863738488337,99.87717955826339,83.97132993068949,12.05,14.5,13.3,3.05,4.05,3.55,4.5,5.6,5.1,278536.0947816004,188384.6183173467,18.719686770721115,19.613670221836117,,36.59622177480197,,29.071192266091007,,38.127485334452174,,32.176215468006845,45.89891771934019,45.950098191680375,42.10279525497717,39.98462668300642,40.25665630147173,37.69822994959209,41.745014063720085,39.3790364037981,39.4769742779288,40.269867630662645,,96.7919340054994,71.29707107576114,189.1657638136515,107.313037723362,114.740834386852,105.6320400500625,109.68162201775101,67.6024892570748,85.74360728641071,62.887677951528296,40.999270946976885,70.6384745754528,29.050955120434157,3.29890929116434,3.65668976910575
2003-08-01,4.8,-4.3,-4.3,4.5,-13.1,29.2,16.4,19.1,10.3,10.3,-3.9,8.7,4.6,-14.8,-14.8,-20.5,19.9,-24.3,-0.1,-7.6,-11.4,-25.8,-25.7,-2.4,-2.4,20.7,-2.2,-6.7,-7.2,1.44383482529599,102.86407734431,30.98973442519595,1.58,35.7,31.65,65.30000000000001,37.65,37.199999999999996,41.69019138755981,37.65,31.15,20.85,41.25,38.050000000000004,36.45,35.099999999999994,45.300000000000004,49.25,22.4,36.5,39.95,39.1,26.16995233287847,41.65,37.656533700137544,37.31378093575719,41.12603741822886,25.498895114394767,25.53135577202809,37.474787535410776,35.699999999999996,31.7,65.25,30.15,37.199999999999996,37.449999999999996,31.1,20.650000000000002,41.300000000000004,38.1,36.550000000000004,35.099999999999994,45.5,49.4,22.4,36.5,39.75,26.25,41.25,35.650000000000006,38.5,-5.7,-14.0,-14.0,11.1,11.1,4161.06,3.5224900000000003,4.604,3.5053,48.829537856526024,71.48992081987674,71.7796272677738,72.35248905706075,259.0,355.0,614.0,360.0,544.0,904.0,619.5,899.0,1518.0,602000.0,940.95,3.0,99.3733969484638,-0.1,99.2904843591833,-5.7,98.72827685260211,20.7,98.0967002786319,83.68760792,98.45119011622441,3.5224900000000003,100.647334311973,99.4692100751308,99.5115000815934,42.893175954736364,99.9577546444736,99.9543186477462,84.1657144829514,11.75,14.3,13.15,3.2,3.95,3.6,4.6,5.6,5.1,280005.42310165917,190588.33133585894,20.236847598793137,21.15277827047559,,36.78944568430131,,30.58074143042908,,38.4639269453937,,32.595304313810146,45.73555354914273,45.61364930142861,42.124717014244034,40.07616750364019,40.45578735676977,37.829339755468574,41.790082135966266,39.523076202832435,39.55278783876677,40.32141391250727,,98.49179235063771,67.87554368147045,181.41511792649402,106.6181336863,109.6333754740835,101.52690863579485,104.40517873137401,63.53172743927078,79.12426237920121,49.31328513996195,41.11791406424802,69.704736290638,30.767458639965657,13.6422245123696,6.25627964506011
2003-09-01,5.8,-2.6,-2.6,5.2,-10.3,31.6,14.1,13.8,6.6,6.6,-0.1,10.9,8.2,-20.1,-20.1,-23.5,23.5,-32.3,-4.5,-11.1,-9.0,-38.1,-15.7,1.0,1.0,15.2,3.6,11.7,-6.1,1.43143429716576,103.095749495357,30.60611890365378,1.6736,36.25,31.299999999999997,66.05,37.6,37.300000000000004,41.52078853046595,38.5,31.15,20.650000000000002,41.65,38.2,36.4,35.199999999999996,45.75,49.15,22.950000000000003,36.6,40.050000000000004,39.15,26.058167693092074,41.9,37.58681318681319,37.570002696352404,41.2251923005692,25.474088230867103,25.463281574440504,37.426595744680846,36.300000000000004,31.299999999999997,66.0,30.3,37.300000000000004,38.25,31.1,20.5,41.75,38.2,36.6,35.199999999999996,45.9,49.3,22.950000000000003,36.6,39.9,26.25,41.4,35.85,38.650000000000006,-3.6,-11.8,-11.8,10.6,10.6,4091.31,3.6967,4.7132,3.5179,49.51889188595655,72.1024119030089,72.1380647419637,72.51490259830439,229.0,339.5,568.5,374.5,533.0,908.0,603.5,872.5,1476.0,622000.0,925.4000000000001,2.9,99.6436827946594,-4.5,99.35932231699621,-3.6,99.11603031188551,15.2,98.27352690587229,83.72232214,98.5463590265786,3.6967,100.672436185136,99.67984430106979,99.7053522957442,43.28750162457518,100.014749374144,100.015953920743,84.3591677333947,10.45,13.899999999999999,12.25,3.3,3.9,3.6,4.449999999999999,5.4,5.0,282083.77627666324,192622.08067211814,17.249515796251284,18.139109803252783,,36.700703919797945,,21.70575089274118,,38.261481897758244,,31.93926336795672,45.77846400904488,45.70869269039628,42.00088111893447,39.93201042945495,40.59478306444524,37.92188911242902,41.740975961565915,39.470239502169306,39.92200682662547,40.46652395791829,,103.89134238813429,71.46570991149163,180.115009584132,106.121773659828,119.64601769911499,105.58197747183951,110.1701815813045,68.10487501572129,87.23167707175234,98.9867881550236,41.89811641456481,70.27372853121389,35.624551249078024,1.3801002588431002,10.6952721150143
2003-10-01,4.0,-1.1,-1.1,7.4,-9.5,30.2,36.9,37.4,22.5,22.5,2.9,18.8,6.6,-16.2,-16.2,-13.5,26.7,-27.9,6.1,-3.6,-6.1,-29.9,-24.6,-9.1,-9.1,7.3,-10.0,9.6,-2.9,1.45708873670407,104.09146729530599,28.159116031990987,1.6916,36.400000000000006,31.45,65.69999999999999,37.7,37.4,41.63052568697729,38.9,31.15,20.95,41.300000000000004,38.349999999999994,36.35,34.75,45.25,49.0,21.35,36.6,40.6,39.199999999999996,26.058167693092074,41.85,37.63587105624143,37.73134806380387,41.21132992185625,25.45754609484822,25.434375315439514,37.45056497175141,36.35,31.5,65.64999999999999,30.5,37.4,38.75,31.1,20.8,41.4,38.4,36.55,34.75,45.400000000000006,49.199999999999996,21.35,36.6,40.449999999999996,26.2,41.449999999999996,35.9,38.7,-5.2,-9.5,-9.5,17.3,17.3,4287.59,3.80338,4.9071,3.355,49.317466996014296,72.13457986787044,72.56159931933254,72.83972968079175,221.0,316.0,537.0,375.0,538.5,913.5,596.0,854.5,1450.5,625000.0,907.6,2.8499999999999996,99.9793927059143,6.1,99.41051800643291,-5.2,99.4960814364707,7.3,98.42039710782,84.81402455,98.671928133179,3.80338,100.683350293394,99.88177030752891,99.8911901066328,43.68889325739355,100.053011936864,100.057353163756,84.5516177117549,10.1,13.1,11.649999999999999,3.3,3.95,3.6500000000000004,4.4,5.35,4.9,284191.93284570193,194825.09103555046,20.297694586854135,21.238498775179686,,36.93069820305007,,27.16553706329428,,38.059731059664166,,32.75201707653884,45.71949377189717,45.657578845092054,41.99124267091696,39.97093676599839,40.41691962760942,37.829339755468574,41.6150894151923,39.36489427910805,39.52239209373347,40.32141391250727,,111.79068410965749,74.11892562268552,194.71622635219603,107.71012574454001,122.42730720606849,110.98873591989951,111.6358602719645,70.27853859337226,87.89874283759515,60.216415882187256,41.98096551056935,72.34661014084782,36.57927779993264,14.2545426143226,15.3320100641378
2003-11-01,0.7,-2.3,-2.3,8.2,-12.9,34.8,30.0,29.4,14.6,14.6,-4.1,17.6,15.7,-8.9,-8.9,-20.1,12.4,-25.0,10.7,-0.9,-8.6,-20.7,-21.1,-3.7,-3.7,14.4,-4.5,3.4,-1.6,1.4345144168698898,104.690755273885,27.99300865330426,1.7203,36.65,31.05,65.5,37.8,37.3,41.8,38.849999999999994,31.15,21.25,41.6,38.4,36.3,35.050000000000004,44.65,48.75,21.35,36.75,40.6,39.199999999999996,26.313365383201727,41.9,37.824175824175825,37.630689452454526,41.21132992185625,25.515839847432986,25.531958870085013,37.52298444130126,36.65,31.05,65.45,30.5,37.3,38.6,31.1,21.05,41.699999999999996,38.4,36.6,35.050000000000004,44.75,48.9,21.35,36.75,40.4,26.5,41.4,35.849999999999994,38.6,-5.4,-13.4,-13.4,16.9,16.9,4342.6,3.98043,5.065,3.5483,50.4553636663267,73.0052985004134,72.62683089141339,72.93719573275331,210.0,310.0,520.0,358.5,541.0,900.0,569.0,850.5,1420.0,611000.0,898.8,2.8499999999999996,100.32093845554,10.7,99.4557890771572,-5.4,99.92241235169209,14.4,98.5477044961901,84.89183228,98.81324427894761,3.98043,100.68326096552299,100.083665417976,100.07699948310999,44.11093613353781,100.069337990096,100.07502280611999,84.74299211055909,9.65,12.899999999999999,11.35,3.2,3.95,3.6,4.2,5.300000000000001,4.800000000000001,287071.9607646927,196824.6772471833,22.239541604134978,23.205219309103676,,37.28587980959978,,30.299589157557225,,38.31559095949905,,33.323377378563215,45.476620771071325,45.42356252349342,41.93529194177317,40.00986486652473,40.475903242265055,38.01443846938945,41.670010389792324,39.54708570475351,39.44361641880366,40.4148176497487,,113.24056328639301,71.79910668047086,189.5657971497625,107.114493712773,120.35398230088501,105.932415519399,107.1899682436285,68.00531035544576,86.82117506200294,58.90416058836735,41.47443461723531,75.8216925877462,35.99099054479769,13.7123209664286,14.744246688378198
2003-12-01,10.8,1.3,1.3,11.3,-8.6,32.2,20.0,22.7,10.8,10.8,5.1,18.8,10.4,-9.0,-9.0,-17.9,14.9,-23.8,11.6,1.8,1.0,-14.4,-14.0,3.8,3.8,19.0,6.4,11.6,2.9,1.4188422247446102,104.889833802927,26.12953673516151,1.7847,36.949999999999996,30.95,65.0,37.8,37.400000000000006,41.740262843488644,38.9,31.15,21.3,41.95,37.949999999999996,36.65,35.45,44.6,48.7,21.35,36.8,40.6,39.3,26.569398540823407,42.0,37.75445816186556,37.74135743706608,41.18456622571336,25.54982889490519,25.543154909964315,37.59549929676512,36.900000000000006,31.0,65.0,30.55,37.400000000000006,38.650000000000006,31.1,21.150000000000002,42.0,37.85,36.8,35.45,44.75,48.85,21.35,36.8,40.4,26.75,41.35,35.8,38.75,-5.3,-12.3,-12.3,14.1,14.1,4476.87,4.01864,4.896,3.7778,50.0932547130539,73.5845298280438,73.9939372926215,74.26731953991896,211.0,307.0,518.0,340.5,535.5,875.0,551.5,842.5,1394.0,590500.0,897.85,2.8499999999999996,100.621425044376,11.6,99.5009589107949,-5.3,100.38569539174,19.0,98.66251588081779,85.93685004,98.9581922526824,4.01864,100.670901246143,100.27732187621599,100.255226611427,44.53598092083058,100.061595923361,100.06664319968,84.9332185534423,9.649999999999999,12.8,11.3,2.95,3.9,3.5,4.1,5.25,4.699999999999999,291774.5038027958,198642.93262833203,20.345727903598647,21.32457394090785,,37.35791472987559,,24.608844155435712,,38.35547708614778,,32.90168992266131,45.53986358679146,46.03754936682033,42.27412812393166,40.04879472557838,40.47017466020372,38.10698782634995,41.983394607880555,39.44196190891825,40.54974411291491,40.311724866243544,,123.139738355137,71.8580518838542,189.965830485874,107.114493712773,117.8761061946905,107.133917396746,101.81581304454036,67.75079441567621,87.43692807662705,58.749931176877546,42.250320203415924,82.87296659150275,39.01583456418769,19.4851553723719,21.295564235290602
