,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value
SUBJECT,BCBUTE02,BCCI,BCCICP02,BCEMFT02,BCOBLV02,BCSPFT02,BRBUFT02,BRBUTE02,BRCI,BRCICP02,BREMFT02,BRODFT02,BRVSLV02,BSCI,BSCICP02,BSEMFT02,BSFGLV02,BSOBLV02,BSPRFT02,BSPRTE02,BSSPFT02,BSXRLV02,BVBUTE02,BVCI,BVCICP02,BVDEFT02,BVDETE02,BVEMFT02,BVEMTE02,CCEUSP01,CCRETT01,CCUSMA02,CCUSSP01,CP010000,CP020000,CP030000,CP040000,CP040100,CP040200,CP040300,CP040400,CP040500,CP050000,CP060000,CP070000,CP070200,CP080000,CP090000,CP100000,CP110000,CP120000,CPALTT01,CPGREN01,CPGRGO01,CPGRHO01,CPGRHO02,CPGRLE01,CPGRLH01,CPGRLH02,CPGRSE01,CPHP0100,CPHP0200,CPHP0300,CPHP0400,CPHP0401,CPHP0403,CPHP0404,CPHP0405,CPHP0500,CPHP0600,CPHP0700,CPHP0702,CPHP0800,CPHP0900,CPHP1000,CPHP1100,CPHP1200,CPHPEN01,CPHPLA01,CPHPSE01,CPHPTT01,CSCICP02,CSESFT,CSESFT02,CSINFT,CSINFT02,FTSE,IR3TIB01,IRLTLT01,IRSTCI01,LCEAMN01,LCEAMN02,LCEAPR02,LCEATT02,LFHU24FE,LFHU24MA,LFHU24TT,LFHUADFE,LFHUADMA,LFHUADTT,LFHUTTFE,LFHUTTMA,LFHUTTTT,LMJVTTUV,LMUNRLTT,LMUNRRTT,LOCOBPNO,LOCOBPOR,LOCOCINO,LOCOCIOR,LOCOS3NO,LOCOS3OR,LOCOSPNO,LOCOSPOR,LOCOSTNO,LOCOSTOR,LOCOVRNO,LOLITOAA,LOLITONO,LOLITOTR,LORSGPNO,LORSGPRT,LORSGPTD,LRHU24FE,LRHU24MA,LRHU24TT,LRHUADFE,LRHUADMA,LRHUADTT,LRHUTTFE,LRHUTTMA,LRHUTTTT,MABMM301,MANMM101,PIEAEN01,PIEAEN02,PIEAFD01,PIEAFD02,PIEAMI01,PIEAMI02,PIEAMP01,PIEAMP02,PIEATI01,PIEATI02,PITGCD01,PITGCD02,PITGCG01,PITGCG02,PITGIG01,PITGIG02,PITGND01,PITGND02,PITGVG01,PITGVG02,PRCNTO01,PREND401,PRINTO01,PRMITO01,PRMNCG01,PRMNCG02,PRMNCG03,PRMNIG01,PRMNTO01,PRMNVG01,SLRTCR03,SLRTTO01,SLRTTO02,SPASTT01,XTEXVA01,XTIMVA01
TIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-01-01,-4.8,-8.3,-8.3,2.8,-19.4,26.6,22.0,27.8,10.4,10.4,18.6,28.8,18.5,-24.7,-24.7,-40.1,21.7,-36.0,-16.2,-21.2,-27.9,-51.3,-8.6,5.7,5.7,26.1,-0.4,20.0,4.9,1.63639338897071,110.197852163477,36.862201128470375,1.4131,36.6,30.55,67.2,37.099999999999994,36.949999999999996,42.43400984009841,36.9,29.299999999999997,20.4,41.75,36.5,32.15,27.400000000000002,44.6,51.15,19.15,35.0,38.7,38.3,22.074946572414937,42.1,37.08939828080229,36.90219766299325,40.282730782730795,24.69052676948418,24.678818406068025,36.081927710843374,36.85,30.6,67.15,29.85,36.949999999999996,36.75,29.299999999999997,20.450000000000003,41.949999999999996,36.5,32.3,27.400000000000002,44.8,51.1,19.15,35.0,38.699999999999996,22.35,40.550000000000004,34.1,37.65,0.8,-7.4,-7.4,19.2,19.2,5164.8,4.0467699999999995,4.9171,3.7685,46.41312637690597,68.00678633955249,70.27936834436434,69.915658485867,203.5,308.5,512.5,363.0,580.0,943.5,567.0,888.5,1456.0,589500.0,989.85,3.2,98.5687555838177,-16.2,100.240125781286,0.8,100.33120059557601,26.1,99.995248505859,104.070841,98.93032957395191,4.0467699999999995,100.722444686385,100.288475030844,100.26549115276501,41.86896914541683,99.57532929157308,99.5417373172538,80.381443045164,9.7,13.15,11.5,3.25,4.300000000000001,3.8,4.300000000000001,5.6,5.0,255827.98072129372,167251.6032056824,16.315954051648717,17.278705460541765,,36.90727289006586,,14.1464636508702,,36.47557331835737,,31.0324228328255,42.131168076356786,43.923668144317965,41.019752229780885,39.36295056060266,37.585331920941975,35.60787548013385,40.99393071397458,38.940896338466864,44.79287788720129,40.32625322204973,,117.79018415132049,70.20933708238313,215.4179514959575,107.114493712773,113.27433628318602,101.82728410513135,107.7762397198925,64.80116240936617,82.56221671085265,67.80291670527522,41.640463356507105,65.92661622477699,31.27076654605885,-10.1163812162361,-8.55333194876119
2002-02-01,-1.6,-2.2,-2.2,8.9,-13.4,28.6,29.2,28.9,10.8,10.8,14.4,25.9,25.6,-19.8,-19.8,-34.8,21.5,-34.2,-3.8,-8.5,-21.5,-42.5,-9.1,5.5,5.5,24.3,1.4,15.0,3.7,1.63612565445026,110.476188971457,36.691513514073044,1.4168,36.5,30.35,66.45,37.15,37.0,42.64294478527608,36.699999999999996,29.299999999999997,20.3,42.150000000000006,36.300000000000004,32.449999999999996,27.349999999999998,45.349999999999994,51.050000000000004,19.15,35.05,38.45,38.35,22.128702677477683,41.95,37.137553648068675,36.87448450481029,40.26614556148236,24.721133758714977,24.71864739410155,36.12932330827067,36.699999999999996,30.35,66.35000000000001,29.8,37.0,36.6,29.299999999999997,20.35,42.35,36.300000000000004,32.550000000000004,27.349999999999998,45.55,51.0,19.15,35.05,38.45,22.25,40.55,34.199999999999996,37.65,0.9,-6.4,-6.4,19.1,19.1,5101.0,4.0526800000000005,4.9251,4.0574,46.69878491211718,68.49024163302485,71.67808201484806,71.3098334215448,207.5,318.5,526.5,367.5,586.5,954.5,575.0,905.5,1480.5,601000.0,987.95,3.2,98.9923167718542,-3.8,100.391313270106,0.9,100.519871623495,24.3,100.043548951234,102.3040068,98.9192813167254,4.0526800000000005,100.718097612685,100.49526476599002,100.455805180996,42.12974951478569,99.50829776033991,99.4695956573302,80.5831895101804,9.95,13.55,11.9,3.3,4.35,3.8499999999999996,4.35,5.75,5.1,257239.19305585956,168122.5166901699,15.842430091507879,16.796402612173928,,36.94308523737422,,12.714432660579151,,36.87676851976274,,30.806705442841185,42.03830228256143,43.973120585397915,40.90679005998021,39.25602884454783,37.56673844583395,35.66117594195544,40.89226934205313,38.83283190378524,44.3958908915981,40.15719263652489,,110.940754937089,69.73171814971008,201.8168180681725,109.794837855725,116.510745891277,102.62828535669595,108.11823141438,65.43871686902187,82.61352946207134,54.378385082760474,42.032897351933514,66.7030414817748,30.76657862301081,-9.82195817546365,-7.129102241193991
2002-03-01,2.4,-6.0,-6.0,6.3,-18.4,31.1,28.8,30.6,12.5,12.5,16.8,41.2,22.0,-18.3,-18.3,-28.3,18.9,-32.3,-3.7,-16.9,-16.5,-41.5,-1.7,12.5,12.5,32.4,6.8,21.9,3.6,1.6313213703099498,109.612099772167,36.493547609733355,1.4232,36.05,29.950000000000003,67.0,37.15,36.9,42.51799265605875,36.9,29.299999999999997,20.6,42.8,36.3,33.3,29.6,45.55,51.35,19.15,35.199999999999996,38.5,38.45,23.477473627144825,42.150000000000006,37.185714285714276,36.894976555560454,40.414242688436254,24.751749308108327,24.748336154312476,36.17672672672674,36.25,29.950000000000003,66.9,29.85,36.9,36.75,29.299999999999997,20.55,42.95,36.3,33.35,29.6,45.75,51.35,19.15,35.199999999999996,38.449999999999996,23.549999999999997,40.75,34.4,37.8,1.1,-8.1,-8.1,19.6,19.6,5271.8,4.13055,5.2202,4.0431,47.696697203981586,69.74718380402875,71.6454662288076,71.21218809742919,200.5,312.5,513.5,392.5,594.0,986.5,593.5,906.5,1500.0,611500.0,972.85,3.1,99.4868161843457,-3.7,100.52453241752701,1.1,100.658861604485,32.4,100.034414409801,103.7081372,98.94032208208759,4.13055,100.687195782433,100.67355597750999,100.619891268917,42.38305253334539,99.4564160316179,99.41379463666641,80.7848070345228,9.6,13.25,11.55,3.45,4.4,3.95,4.45,5.7,5.15,258796.86101555597,167970.35883355953,16.72807587884796,17.661564326984408,,36.37322101420865,,23.83232666811549,,36.99885158417103,,30.93804141704503,42.254220318778145,44.11726204566516,40.87787181025912,39.04352752602879,37.74115774221531,35.740476033456765,40.89824279948538,38.65662893512165,44.43401883081231,40.06462878371531,,109.9908340971585,73.4270289619807,211.267605633803,110.68828590337499,125.7142857142855,107.08385481852349,111.48929240289901,68.46253398428637,86.46198580347219,99.79860704224454,42.81293977989492,68.15304462030969,35.80307356295203,-2.59762247743721,-2.7404196137700896
2002-04-01,4.8,-7.5,-7.5,3.3,-18.3,24.9,28.9,44.0,19.8,19.8,30.5,34.8,13.4,-12.3,-12.3,-22.6,21.1,-27.8,11.9,-14.2,-9.9,-20.1,3.7,14.1,14.1,38.5,0.0,24.3,3.7,1.61603102779573,110.31004634797199,35.325228100751126,1.4568,35.699999999999996,29.85,66.89999999999999,37.599999999999994,37.35,42.78911980440098,36.7,28.5,20.25,41.9,36.6,33.7,33.15,45.800000000000004,51.5,19.15,35.25,38.9,38.599999999999994,24.846085339417293,42.0,37.57118644067796,37.18327944350835,40.49718816727803,25.08780501798516,25.11069654552947,36.63306092124816,35.9,29.9,66.85,29.75,37.35,36.599999999999994,28.450000000000003,20.15,42.0,36.6,33.85,33.15,46.0,51.550000000000004,19.15,35.25,38.85,24.95,40.75,34.6,37.900000000000006,2.5,-4.6,-4.6,21.2,21.2,5165.6,4.17319,5.2331,3.752,46.984654515615205,68.71572932723885,70.2146746478914,70.2085048221368,190.0,310.0,500.5,409.5,589.0,998.5,599.5,899.0,1498.5,607000.0,968.8,3.1,99.9723586965023,11.9,100.62987833625999,2.5,100.669250997651,38.5,99.9256050760061,105.97533490000002,98.97204819826891,4.17319,100.638200231005,100.77759165314501,100.715638035535,42.57630323484023,99.420431734486,99.37511037064259,80.9862839977194,9.100000000000001,13.2,11.3,3.6500000000000004,4.35,4.05,4.5,5.65,5.1,258690.25866022357,168952.14450064788,15.925771484220355,16.849017896091958,,36.37322101420865,,27.380464017777484,,37.40256888757712,,30.786681226566916,42.054205137291774,43.973120585397915,40.72556894855779,38.937942319750015,38.164957498112585,36.35148351904928,40.74767599093986,38.550038930698825,44.09269322591484,39.87950107809614,,102.041496541955,70.59973573815832,208.96741395116248,109.199205823958,119.4437420986095,104.5807259073845,110.854164970279,66.64324867015728,85.84623278884806,69.02334860183596,43.916055888193476,69.4471832856115,34.65426736314041,-0.39651505213323496,-0.68513475272862
2002-05-01,-5.5,-3.4,-3.4,5.7,-12.5,23.1,25.6,24.0,8.9,8.9,18.4,27.0,22.9,-12.0,-12.0,-19.5,21.4,-25.6,11.0,-9.8,-9.1,-28.6,-3.7,8.8,8.8,30.7,-0.5,20.2,0.5,1.5612802498048401,108.798930740451,34.36309820221203,1.4667,34.099999999999994,30.6,67.25,37.699999999999996,37.4,42.88658536585366,37.2,28.5,20.05,42.35,36.5,33.449999999999996,31.400000000000002,45.4,51.25,19.15,35.35,38.8,38.5,23.896171851595167,41.55,37.73991537376586,37.34514065887041,40.580830046347295,25.169023112524123,25.194019029862627,36.775147928994095,34.25,30.65,67.19999999999999,29.799999999999997,37.4,37.099999999999994,28.450000000000003,19.95,42.449999999999996,36.55,33.599999999999994,31.400000000000002,45.6,51.25,19.15,35.35,38.8,23.95,40.8,34.7,37.699999999999996,1.2,-7.1,-7.1,19.8,19.8,5085.1,4.1537,5.2689,3.9273,47.308093543790044,69.07077271141736,69.9220066213903,69.8842155561115,192.5,309.5,502.5,397.5,578.0,975.5,590.5,887.5,1477.5,614500.0,950.8,3.0,100.35351522444901,11.0,100.698093630149,1.2,100.503731436196,30.7,99.6800650162972,106.81685549999999,98.9977287485457,4.1537,100.57857882043501,100.76571879541099,100.70471113251301,42.67182368679999,99.3998424699913,99.35298302612259,81.1876049920307,9.149999999999999,13.149999999999999,11.25,3.5,4.3,3.9,4.4,5.6,5.05,261129.98297914854,170783.2304277176,14.403231643121956,15.311846574615256,,36.25172339119605,,21.2262548174276,,37.32437388086022,,30.42846677003264,42.21651115422025,43.784039859873964,40.82827837100027,38.79339623588173,38.59502911060671,36.66940860153317,40.798739750071086,38.35214906461184,43.47220571204962,39.78693722528656,,100.34163819681675,71.94875252865833,213.367780648387,109.69556585043001,122.022756005057,106.23279098873601,111.3427245338325,67.87550498925715,88.20661934490724,66.49061316706663,42.24986646165058,68.98248697508005,33.16718883269815,12.304389094561401,3.41477480346403
2002-06-01,0.9,-4.5,-4.5,10.0,-19.0,22.4,22.0,16.9,7.1,7.1,13.9,27.7,17.6,-9.0,-9.0,-18.6,20.5,-14.5,8.1,2.1,-8.7,-21.5,-14.6,2.6,2.6,26.2,-3.7,15.0,-8.3,1.5389350569406,107.592348173976,32.67234243875992,1.537,33.300000000000004,30.450000000000003,66.2,37.699999999999996,37.45,42.99756097560975,37.449999999999996,28.5,20.05,41.6,37.2,33.7,30.150000000000002,45.7,51.5,19.15,35.5,38.5,38.449999999999996,23.155414908579463,41.050000000000004,37.66760563380282,37.440022517269334,40.630384094669814,25.33889430321509,25.343014875718502,36.94638109305761,33.35,30.450000000000003,66.15,29.849999999999998,37.45,37.300000000000004,28.450000000000003,20.0,41.800000000000004,37.3,33.85,30.150000000000002,45.85,51.5,19.15,35.5,38.5,23.3,40.85,35.05,37.599999999999994,0.3,-9.4,-9.4,17.3,17.3,4656.4,4.17758,5.099,3.5006,47.636402750375005,69.3290002608282,70.7036425006941,70.53315263247009,221.5,333.0,554.5,381.0,567.5,948.0,602.0,900.5,1502.5,613500.0,943.35,3.0,100.608862210196,8.1,100.74401070874399,0.3,100.200801488047,26.2,99.2936322622847,98.75956511,99.00888299514921,4.17758,100.526822328176,100.65176268782301,100.599834331634,42.69109721470347,99.39348949987759,99.34615646474371,81.38875059356741,10.4,14.0,12.35,3.3499999999999996,4.2,3.8499999999999996,4.5,5.65,5.15,260264.83757440714,172668.65887657463,13.553513372955045,14.441644231918698,,36.49877703247035,,18.74325024177965,,37.08444505505627,,30.219757147784,42.36618055557076,43.68949949711197,40.976853913707316,38.79339623588173,38.76418643054636,36.76230185834081,40.93862278957763,38.35214906461184,43.45722180166828,39.88732137576757,,94.2421464877929,66.29486289158662,202.51687640636698,106.717405691595,114.841972187105,101.12640801001275,100.83869391743349,60.82463440153779,81.58727443769774,60.08764962727355,41.392592822936734,67.74078598571731,27.582377201422048,2.03358970051664,1.59463403764784
2002-07-01,-3.4,-6.8,-6.8,5.3,-18.9,20.9,18.3,13.2,5.1,5.1,9.4,19.6,16.2,-9.1,-9.1,-15.8,14.5,-21.6,8.9,0.4,-9.7,-10.9,-22.3,-1.7,-1.7,12.9,4.4,7.4,-6.8,1.5971889474524799,109.757164989898,29.902358903784677,1.5654,34.199999999999996,31.05,62.5,37.6,37.3,42.77560975609755,37.949999999999996,28.5,20.200000000000003,41.4,36.7,34.55,30.299999999999997,45.099999999999994,51.199999999999996,19.15,35.6,38.55,38.5,23.49220937353912,41.099999999999994,37.61939351198872,37.452717691412616,40.611741570021366,25.407679520005257,25.404386912691812,37.04094256259205,34.3,31.05,62.45,29.95,37.3,37.85,28.450000000000003,20.099999999999998,41.55,36.85,34.699999999999996,30.299999999999997,45.25,51.2,19.15,35.6,38.5,23.55,40.85,35.099999999999994,37.75,0.8,-8.7,-8.7,17.5,17.5,4246.2,4.0605400000000005,5.0027,3.861,47.894204038093314,69.61908383491775,70.6386126319662,70.5333319046241,248.5,343.0,592.0,382.0,575.5,957.5,630.5,919.0,1549.5,617000.0,953.2,3.05,100.755728272856,8.9,100.77638529228001,0.8,99.83182174629341,12.9,98.82172031798241,86.45995745,99.00301949811261,4.0605400000000005,100.50119119903,100.479589284098,100.441378623018,42.678515675278575,99.39906829748779,99.3521511167222,81.5896971328727,11.3,14.15,12.8,3.4,4.25,3.8499999999999996,4.699999999999999,5.699999999999999,5.300000000000001,260770.98695225,174430.96257780082,14.988862680931703,15.875530391857506,,36.32042903858895,,25.346380420936963,,37.24299770157414,,30.674692310146018,42.25083978895823,43.73890119322025,40.859461619890546,38.79339623588173,38.84953836393186,37.11059439069757,40.89853115324604,38.44389584453354,43.339218525368196,39.79465403414307,,98.04182984751253,70.2974585357265,184.0153346112175,108.20648577101299,117.4209860935525,105.932415519399,109.48619819232951,67.37693972463983,85.69229453519206,66.1754746419807,42.591449766283944,69.65606485661725,20.925328223194253,15.6822316967822,14.273393638994
2002-08-01,5.3,-5.0,-5.0,5.6,-15.5,23.3,16.8,5.7,1.3,1.3,2.3,5.9,18.5,-7.1,-7.1,-17.0,14.4,-19.6,12.6,5.4,-8.5,-8.9,-21.9,-0.5,-0.5,9.3,11.1,6.1,-3.5,1.57430730478589,109.744075277942,31.193294520986658,1.5527,34.25,30.65,62.45,37.5,37.3,42.58979343863912,37.75,28.5,20.2,41.35,37.1,34.7,30.900000000000002,44.55,51.7,19.15,35.7,38.65,38.55,23.788568220264825,41.0,37.475175808720124,37.37928329596719,40.630384094669814,25.41013820764515,25.397504696429237,37.059530791788845,34.300000000000004,30.65,62.400000000000006,29.9,37.3,37.6,28.450000000000003,20.15,41.550000000000004,37.2,34.85,30.900000000000002,44.699999999999996,51.75,19.15,35.7,38.550000000000004,23.85,40.9,35.300000000000004,37.8,0.9,-5.2,-5.2,18.5,18.5,4227.3,3.98654,4.746,4.1371,47.380692652109616,69.1036685367057,70.11790304098591,69.9819505163041,246.5,347.0,593.0,391.0,591.5,982.5,637.5,939.0,1576.5,619000.0,954.2,3.05,100.807909518192,12.6,100.777760147386,0.9,99.48632653376379,9.3,98.3481547583194,85.52746164,98.9866109657214,3.98654,100.47879495625799,100.284657042227,100.26197735749399,42.65505797893407,99.41390936848009,99.36810023102029,81.790416675218,11.2,14.3,12.8,3.5,4.35,3.95,4.75,5.9,5.35,263464.1586109078,175195.29513620955,15.05855203065657,15.948146037658068,,36.14208104470756,,27.54956528225674,,37.30868857727897,,30.769715504857587,42.19702303657409,43.98244065347714,40.664231813323184,38.7409327322321,38.89819861207423,37.25812179772524,40.640505038475624,38.29929911894356,43.66532867545749,39.75222845504941,,96.191984001333,68.13922008902878,183.615301275106,107.213765718068,113.78002528445,102.778473091364,105.7731455093235,64.70354560753482,83.22928247669549,51.296762055697336,42.6668792031977,68.30861938262605,21.44433680372045,3.2567798965314902,5.4280540986481105
2002-09-01,6.0,-0.8,-0.8,9.5,-11.2,29.7,24.5,7.0,4.2,4.2,8.5,21.9,18.8,-12.7,-12.7,-19.0,22.0,-22.5,6.5,2.9,-9.9,-18.1,-30.5,-11.0,-11.0,16.4,-18.9,1.0,-10.7,1.5885623510722802,110.894479615961,30.97274129018467,1.5637,34.449999999999996,30.85,66.55,37.449999999999996,37.300000000000004,42.57727272727273,37.099999999999994,28.5,19.849999999999998,41.85,37.1,34.0,31.999999999999996,44.650000000000006,51.800000000000004,18.55,35.75,38.5,38.6,24.192567013079433,41.35,37.451893408134644,37.280318790420154,40.72949840888773,25.297534983765566,25.28848664767518,36.93621700879765,34.5,30.85,66.5,29.75,37.300000000000004,36.95,28.450000000000003,19.85,41.95,37.2,34.050000000000004,31.999999999999996,44.85,51.85,18.55,35.75,38.449999999999996,24.35,40.95,35.199999999999996,37.9,3.6,-3.3,-3.3,15.7,15.7,3721.8,3.98872,4.5006,3.8711,47.14247587010365,69.03907265683011,70.05280593780701,70.04698764166315,230.0,331.5,561.5,400.5,586.5,986.5,630.0,918.0,1548.0,627500.0,939.95,3.0,100.770800043006,6.5,100.714601027391,3.6,99.1862334314407,16.4,97.9171427090405,78.79888795,98.96509062354241,3.98872,100.444578200844,100.07138664267401,100.065699003481,42.60195293036178,99.43491709620191,99.39068078558,81.9908770029249,10.649999999999999,13.8,12.25,3.55,4.3,3.95,4.7,5.7,5.25,265806.46645634464,177517.9474525333,16.490255548147932,17.39740733160338,,36.0370445102608,,30.387175074399952,,37.49644919787528,,31.112518527008476,42.14656004117143,44.03228959911164,40.59307937712134,38.78038853639543,38.87928113927596,37.3673961205918,40.52697907184846,38.28551305765368,42.87512552913453,39.70980149894681,,95.39205066244466,71.55884261783633,198.2165180431705,108.504301786896,123.691529709229,105.6320400500625,108.411367152512,67.54447574196037,87.7448045839391,97.13783227422884,41.947089676096816,68.41204617992014,20.47917202191255,6.97551642504897,10.203130640466599
2002-10-01,4.3,-3.2,-3.2,11.1,-17.5,22.6,25.5,14.0,7.6,7.6,9.1,10.5,16.8,-11.4,-11.4,-22.8,18.5,-29.5,13.9,-2.9,-8.6,-29.4,-26.1,-1.8,-1.8,19.3,1.3,4.2,-4.4,1.5807777426493799,111.090458254958,30.646815066491953,1.56,34.45,30.6,66.30000000000001,37.550000000000004,37.35,42.51585956416466,37.449999999999996,28.5,20.7,41.449999999999996,37.3,34.15,32.849999999999994,44.65,52.0,22.4,35.8,39.6,38.8,24.89824103298798,41.5,37.57201963534363,37.382318572227014,41.02212867181021,25.56087500698591,25.558204301124178,37.23016105417277,34.6,30.650000000000002,66.25,30.0,37.35,37.35,28.450000000000003,20.55,41.6,37.3,34.3,32.849999999999994,44.849999999999994,52.050000000000004,22.4,35.8,39.5,25.05,41.25,35.6,38.150000000000006,1.5,-5.0,-5.0,23.2,23.2,4039.7,3.96401,4.6160000000000005,4.0884,47.512793059714475,69.55490387528599,70.02019015176657,70.1767929841503,224.0,331.5,555.5,399.0,565.5,964.5,623.0,897.0,1520.0,623000.0,923.35,2.95,100.666539551939,13.9,100.54138439479401,1.5,98.88188190025791,19.3,97.5613136370499,78.73424767,98.9376333326329,3.96401,100.396644828109,99.8292958901783,99.84289652117991,42.49322248622582,99.45786040765871,99.41534770124929,82.19104159998659,10.45,13.850000000000001,12.25,3.5,4.15,3.9,4.6,5.6,5.15,267844.397916261,178618.23622894776,17.638044727833154,18.559827991666953,,35.8956791253913,,37.458381300461554,,37.89926358191246,,31.492882037099964,42.33907324715374,44.2773802081779,40.574212007001485,38.76760010455492,38.971604942119484,37.422210675406355,40.57871238707761,38.363422090416584,42.67512597840663,39.80257275178952,,106.14115490375801,72.74164487549743,210.0175014584545,106.320317670417,121.97218710493051,108.78598247809799,110.95187688298999,68.15083686227061,87.8474300863765,60.75366645333105,42.21465874170967,70.4855072113876,19.309670423704247,2.06588114800398,10.655784547339099
2002-11-01,-0.1,-1.7,-1.7,12.1,-15.5,23.7,15.9,7.4,3.2,3.2,13.1,6.6,13.8,-9.5,-9.5,-24.0,14.0,-20.2,5.9,-4.4,-10.3,-32.9,-23.5,2.1,2.1,14.9,14.8,21.0,23.2,1.5637216575449602,110.213025278907,29.749849980034572,1.5519999999999998,34.550000000000004,30.5,67.64999999999999,37.449999999999996,37.45,42.34413542926239,37.5,28.5,20.75,41.6,37.05,34.3,35.25,44.949999999999996,52.050000000000004,22.4,35.85,39.5,38.849999999999994,26.325156898202312,41.699999999999996,37.451893408134644,37.503317568443826,40.957461972729156,25.453688458894792,25.420026365182316,37.106954612005865,34.650000000000006,30.55,67.6,30.05,37.45,37.449999999999996,28.450000000000003,20.55,41.699999999999996,37.1,34.4,35.25,45.15,52.1,22.4,35.85,39.45,26.4,41.25,35.55,38.2,1.7,-4.5,-4.5,18.0,18.0,4169.4,3.9714199999999997,4.6378,3.6521,47.40541943284285,69.68362772476286,70.21568316465624,70.46901186788105,215.0,326.5,541.5,392.0,545.0,937.0,607.0,871.0,1478.5,600000.0,921.0,2.95,100.48700357330401,5.9,100.263659970775,1.7,98.53693815522689,14.9,97.2706878111179,83.14534785,98.9000092821953,3.9714199999999997,100.33974683354401,99.5483016575707,99.5842901436467,42.300861248664305,99.47942820804859,99.4385413536162,82.39086993662809,10.100000000000001,13.600000000000001,11.95,3.5,4.0,3.75,4.5,5.45,5.05,269268.45582777425,179520.641088251,17.455436677072655,18.375756792868607,,35.79140474004288,,30.621979567868397,,38.051237873628295,,31.492882037099964,42.44233988077902,44.18243823415156,40.741613808947726,38.85930217077869,39.082596376729434,37.532196495804314,40.623643043592566,38.31095858676695,42.77032137419799,39.853019896939706,,110.390800766603,71.65749213520026,204.0670055837985,106.915949702184,125.25916561314801,106.38297872340449,107.336536112694,67.33738396455955,88.20661934490724,56.999299114688064,42.26274453839908,74.2705803392515,20.225572943030798,5.8656570703133895,13.3742834027912
2002-12-01,4.4,0.4,0.4,11.5,-10.7,26.2,14.9,1.5,-0.9,-0.9,12.3,7.1,19.0,-13.5,-13.5,-19.8,16.8,-31.2,7.5,-1.8,-10.3,-29.4,-33.8,-17.0,-17.0,-3.5,-13.7,-15.8,-25.2,1.5372790161414298,109.975599455273,29.272494694645832,1.6118,34.25,30.400000000000002,65.5,37.5,37.35,42.45459492140266,37.599999999999994,28.5,21.3,42.15,36.949999999999996,36.2,35.6,44.85,51.75,22.4,36.0,39.75,39.0,26.717536463912342,41.5,37.50042016806723,37.45738448139847,41.28390226867384,25.76256140050044,25.7428230084495,37.44781021897809,34.300000000000004,30.400000000000002,65.45,30.150000000000002,37.35,37.55,28.450000000000003,21.05,42.25,36.949999999999996,36.4,35.6,45.05,51.849999999999994,22.4,36.0,39.65,26.799999999999997,41.5,36.1,38.45,-1.6,-16.0,-16.0,20.0,20.0,3940.4,4.01777,4.5644,4.3953,48.66744058199135,71.10182564031845,71.38729655297465,71.44196930203395,208.0,324.0,531.0,367.5,546.5,914.0,575.5,870.5,1446.0,578000.0,927.1500000000001,2.95,100.25980132985799,7.5,99.90889396273079,-1.6,98.17737667634769,-3.5,97.0199005997801,77.76584061,98.8449625625893,4.01777,100.288919160207,99.248106099346,99.30801228148701,42.049674181315005,99.49915046525508,99.45975507599779,82.59031775952342,9.75,13.5,11.75,3.25,4.0,3.6500000000000004,4.300000000000001,5.45,4.9,269220.67887679243,181518.81890526586,21.157791283530656,22.130784728688504,,35.81328627476418,,41.74907138079395,,38.310806112219844,,32.57515620437799,43.597399238368766,44.2773802081779,40.42503768092159,38.846624034806105,39.32165326778238,37.58736853600396,40.248508443396425,38.44133429788971,39.85722587432263,40.14007983040759,,124.639613365553,69.7654882378041,211.56763063588602,107.114493712773,122.73072060682648,103.7797246558195,97.7607686670467,63.12732930129715,82.76746771572735,57.83968022305896,41.63802100416863,80.75199296968174,18.040334170629748,11.1248303960848,10.907789234096901
